127013	创维转债	124.710	-3.33%	创维数字 R	13.06	-2.32%	3.57	11.39	114.66	8.77%	会员	AA	购买	7.97	14.81	7.0%	会员	25-04-15	4.767	9.781	1159.40	0.94%	-1.19%	购买	133.48	
113029	明阳转债	124.410	-1.28%	明阳智能 R	14.25	-3.65%	2.76	12.46	114.37	8.78%	会员	AA	购买	8.72	16.20	8.5%	会员	25-12-16	5.438	16.998	3561.89	1.67%	-1.74%	购买	133.19	
128065	雅化转债	129.040	-1.87%	雅化集团 R	10.60	0.00%	3.60	8.95	118.44	8.95%	会员	AA	购买	6.26	11.63	7.9%	会员	25-04-16	4.770	7.994	2182.04	2.08%	-3.18%	购买	137.99	
128096	奥瑞转债	120.239	2.06%	奥瑞金 R	5.12	4.07%	2.08	4.64	110.34	8.97%	会员	AA+	购买	3.25	6.03	9.0%	会员	26-02-11	5.595	10.870	7586.53	5.79%	-0.65%	购买	129.21	
123049	维尔转债	130.000	0.01%	维尔利	8.92	1.48%	1.77	7.48	119.25	9.01%	会员	AA-	购买	5.24	9.72	13.1%	-	26-04-13	5.762	9.170	789.31	0.66%	-0.72%	购买	139.01	
128057	博彦转债	122.721	-2.45%	博彦科技	9.81	-3.82%	1.86	8.72	112.50	9.09%	会员	AA-	购买	6.10	11.34	10.4%	会员	25-03-05	4.655	5.377	497.23	0.75%	-1.02%	购买	131.81	
128097	奥佳转债	125.400	-3.96%	奥佳华	12.26	-9.19%	1.94	10.69	114.69	9.34%	会员	AA	购买	7.48	13.90	17.4%	会员	26-02-25	5.633	12.000	15777.22	10.41%	-1.51%	购买	134.74	
128069	华森转债	112.808	-0.39%	华森制药	18.65	-0.85%	6.81	18.08	103.15	9.36%	会员	AA-	购买	12.66	23.50	4.0%	会员	25-06-24	4.959	2.998	4133.46	12.11%	1.28%	购买	122.17	
128025	特一转债	110.910	-0.98%	特一药业	14.88	-1.13%	2.50	14.70*	101.22	9.57%	会员	AA-	购买	10.29	19.11	9.9%	会员	23-12-06	3.408	2.991	764.75	2.29%	-0.30%	购买	120.48	
113034	滨化转债	110.600	-2.13%	滨化股份 R	4.72	-0.84%	1.17	4.68	100.85	9.67%	会员	AA	购买	3.28	6.08	32.9%	-	26-04-09	5.751	24.000	1752.88	0.65%	0.71%	购买	120.27	
110062	烽火转债	138.660	-3.03%	烽火通信 R	32.86	-3.24%	3.42	25.99	126.43	9.67%	会员	AAA	购买	18.19	33.79	8.0%	会员	25-12-01	5.397	30.874	7140.76	1.65%	-4.11%	购买	148.33	
110058	永鼎转债	108.080	-1.45%	永鼎股份 R	5.01	0.40%	2.37	5.10*	98.24	10.02%	会员	AA	购买	3.57	6.63	15.8%	会员	25-04-15	4.767	9.794	2446.38	2.29%	1.32%	购买	118.10	
128048	张行转债	126.500	-4.30%	张家港行 R	6.62	-6.10%	1.08	5.76	114.93	10.07%	会员	AA+	购买	-	7.49	20.9%	会员	24-11-12	4.345	24.997	14430.53	4.60%	-2.43%	购买	136.57	
113562	璞泰转债	158.300	-1.09%	璞泰来 R	118.95	-3.49%	14.35	82.73	143.78	10.10%	会员	AA	购买	57.91	107.55	1.7%	会员	25-01-02	4.485	8.697	2023.34	1.46%	-7.26%	购买	168.40	
113020	桐昆转债	130.000	-0.84%	桐昆股份 R	14.49	-0.48%	1.35	12.28	118.00	10.17%	会员	AA+	购买	8.60	15.96	13.0%	会员	24-11-19	4.364	34.740	17627.42	3.90%	-3.26%	购买	140.17	
123053	宝通转债	156.880	1.67%	宝通科技	29.58	-0.57%	4.23	20.80	142.21	10.32%	会员	AA-	购买	14.56	27.04	4.3%	-	26-06-04	5.904	5.000	5081.01	6.54%	-4.34%	购买	167.20	
